Date,Open
2022-08-22,7850.0
2022-08-23,8000.0
2022-08-24,7950.0
2022-08-25,8000.0
2022-08-26,8025.0
2022-08-29,8000.0
2022-08-30,8100.0
2022-08-31,8075.0
2022-09-01,8150.0
2022-09-02,8150.0
2022-09-05,8225.0
2022-09-06,8300.0
2022-09-07,8250.0
2022-09-08,8400.0
2022-09-09,8500.0
2022-09-12,8325.0
2022-09-13,8375.0
2022-09-14,8375.0
2022-09-15,8500.0
2022-09-16,8700.0
2022-09-19,8475.0
2022-09-20,8550.0
2022-09-21,8525.0
2022-09-22,8375.0
2022-09-23,8375.0
2022-09-26,8200.0
2022-09-27,8375.0
2022-09-28,8250.0
2022-09-29,8325.0
2022-09-30,8375.0
2022-10-03,8450.0
2022-10-04,8525.0
2022-10-05,8525.0
2022-10-06,8475.0
2022-10-07,8325.0
2022-10-10,8150.0
2022-10-11,8200.0
2022-10-12,8200.0
2022-10-13,8275.0
2022-10-14,8300.0
2022-10-17,8250.0
2022-10-18,8275.0
2022-10-19,8250.0
2022-10-20,8250.0
2022-10-21,8450.0
2022-10-24,8750.0
2022-10-25,8825.0
2022-10-26,8625.0
2022-10-27,8550.0
2022-10-28,8650.0
2022-10-31,8850.0
2022-11-01,9000.0
2022-11-02,8800.0
2022-11-03,8700.0
2022-11-04,8775.0
2022-11-07,8725.0
2022-11-08,8850.0
2022-11-09,8675.0
2022-11-10,8725.0
2022-11-11,8900.0
2022-11-14,8875.0
2022-11-15,8775.0
2022-11-16,8625.0
2022-11-17,8625.0
2022-11-18,8725.0
2022-11-21,8875.0
2022-11-22,8900.0
2022-11-23,8900.0
2022-11-24,8975.0
2022-11-25,9000.0
2022-11-28,9050.0
2022-11-29,8975.0
2022-11-30,8875.0
2022-12-01,9275.0
2022-12-02,8900.0
2022-12-05,8800.0
2022-12-06,8725.0
2022-12-07,8500.0
2022-12-08,8375.0
2022-12-09,8500.0
2022-12-12,8525.0
2022-12-13,8625.0
2022-12-14,8600.0
2022-12-15,8575.0
2022-12-16,8425.0
2022-12-19,8650.0
2022-12-20,8550.0
2022-12-21,8600.0
2022-12-22,8650.0
2022-12-23,8525.0
2022-12-26,8500.0
2022-12-27,8600.0
2022-12-28,8650.0
2022-12-29,8525.0
2022-12-30,8575.0
2023-01-02,8575.0
2023-01-03,8550.0
2023-01-04,8525.0
2023-01-05,8350.0
2023-01-06,8100.0
2023-01-09,8325.0
2023-01-10,8400.0
2023-01-11,8050.0
2023-01-12,8150.0
2023-01-13,8150.0
2023-01-16,8050.0
2023-01-17,8175.0
2023-01-18,8200.0
2023-01-19,8350.0
2023-01-20,8275.0
2023-01-24,8300.0
